area_sqft,bedrooms,bathrooms,floors,age_years,location_score,price
1082,2,4,1,39,2.22,6567027
839,4,4,1,17,1.44,6569464
3082,3,4,2,23,8.56,19684328
2968,3,1,1,26,5.41,17370543
4237,2,4,3,44,8.29,24656911
3256,1,4,2,1,3.67,18720454
4022,2,2,2,0,8.76,25671528
4167,1,4,3,47,8.48,24104231
2133,3,4,2,15,4.44,14019940
2446,5,4,1,42,4.71,15696650
2470,5,3,1,23,4.16,15810952
3691,4,4,1,35,1.31,20331138
1916,2,1,1,10,7.19,13603131
4917,2,2,2,25,3.45,26718846
1216,5,4,3,5,8.96,11582387
3056,1,1,2,25,9.08,18700804
2236,2,2,3,28,7.5,14679953
4342,1,2,3,42,2.63,21763322
3391,1,1,1,0,1.8,18701670
4955,1,1,2,8,8.35,29474581
1268,1,3,1,26,9.04,10211761
3664,4,3,2,6,4.17,21631431
3503,4,4,2,2,4.18,22128541
1189,5,3,1,8,4.51,9135783
1092,4,1,2,1,8.45,11286018
3758,2,3,1,9,7.36,22872917
1281,4,2,3,16,2.1,9944539
3831,2,1,1,30,6.71,21063878
3829,2,4,2,0,1.09,21764278
1101,1,2,2,17,7.39,8556303
342,5,2,3,5,7.88,7274376
3649,1,2,3,37,8.33,22461608
2077,1,1,3,40,6.63,12289743
3501,4,1,1,41,2.63,17957564
649,4,4,1,46,8.14,7165281
1867,2,3,2,3,9.1,14646426
1429,4,3,3,39,6.7,10444819
3259,4,3,3,3,3.48,20116456
4087,3,3,1,34,2.61,21760681
2080,2,2,2,3,3.08,13861476
883,2,1,3,0,1.15,5842561
4827,3,3,1,40,1.09,24753711
3677,2,2,1,42,3.67,19535312
3701,5,1,3,30,9.31,23456664
3485,5,1,3,18,6.59,21252412
2494,3,1,2,20,4.47,14644662
1462,4,2,3,29,1.1,8690399
598,5,3,1,6,9.91,8903539
3647,3,1,3,4,5.1,22280874
2239,5,2,3,1,9.92,18552987
1088,1,1,2,2,7.48,9662266
3189,3,4,1,14,1.46,18023075
1677,2,4,3,38,8.73,11258798
2249,5,2,1,36,5.77,14451012
3572,2,3,2,9,5.07,21041853
1177,3,3,1,8,7.82,10598434
4042,5,1,3,22,7.97,24579106
1877,2,3,3,13,8.17,14045394
3439,4,3,2,44,7.84,20835870
2792,4,4,2,32,6.77,18069583
3055,1,2,2,15,7.08,19382171
2203,3,4,1,19,8.73,15804044
1682,2,2,1,7,7.21,12482519
4540,1,1,1,48,1.91,22831659
2622,3,4,1,37,6.81,16773890
2856,4,2,2,33,2.53,16686866
2161,2,3,1,30,1.13,12076172
2166,5,2,1,44,2.93,13569590
4347,4,3,1,7,2.39,25163298
3475,5,1,1,24,1.92,18760153
1398,5,3,2,40,2.93,9434146
2034,2,2,2,12,6.07,13983663
4963,2,4,3,17,2.36,27073638
3716,5,2,3,49,3.51,20146982
4926,1,4,1,40,8.65,27753875
980,5,2,1,33,8.99,8326623
2370,5,2,2,35,4.0,13126708
2029,2,1,3,49,9.09,13121102
2491,3,3,1,16,6.27,16065385
967,4,2,3,11,3.04,7775383
1912,2,4,3,15,7.79,14102918
980,1,3,3,12,9.3,9101748
1272,4,1,2,10,6.93,11202233
3146,2,3,1,13,2.81,17903908
2432,2,2,1,41,1.77,12487063
2763,3,4,2,27,3.06,16659147
2829,1,4,2,23,4.05,16342879
2803,1,3,2,16,4.0,16959652
4692,2,4,3,8,5.49,27787627
3483,3,2,3,45,5.55,20076555
4333,2,4,1,29,5.24,24844274
3467,5,4,1,36,4.09,20377178
3297,5,4,3,2,1.96,20374486
3527,3,2,3,7,4.76,21687937
2452,2,1,2,17,9.87,16435213
2028,3,4,3,29,6.88,14281231
2324,2,1,1,2,4.96,15352432
629,2,3,1,33,1.75,3566981
2786,5,3,2,42,2.92,16541069
1455,4,2,2,27,6.17,10762600
2190,1,2,1,36,5.48,12883744
4777,1,2,3,24,1.17,24201603
2485,3,2,3,29,1.78,12826241
2617,1,1,1,6,4.2,16221884
3921,5,2,3,45,2.27,21044561
4791,4,1,3,28,9.62,29247049
2811,2,4,1,1,1.31,16489447
749,2,4,1,25,9.77,8017366
1654,5,3,2,40,6.91,12799876
1593,1,3,1,41,4.67,9296238
2765,2,1,2,48,5.85,15421865
3402,1,2,2,6,4.69,19999155
2149,5,3,3,17,6.16,14695370
3475,2,1,1,5,2.37,19793552
4581,3,3,3,40,2.08,24397526
3499,4,2,1,39,5.76,20546141
1533,1,1,1,26,1.64,7764842
1737,1,3,3,40,3.63,9198245
3652,1,2,2,23,9.34,22632023
4330,1,1,1,32,8.89,25409279
552,5,1,2,30,8.48,6348236
318,5,1,3,33,5.56,4116077
3059,5,4,3,21,1.25,17719524
522,5,1,1,23,2.09,3899289
302,2,3,3,35,9.28,5425576
1559,5,1,1,27,8.53,12395790
4623,2,1,1,19,4.39,25735899
4894,3,1,1,17,7.56,28664061
2868,5,1,1,41,8.69,18041147
2185,3,1,1,31,6.58,14396629
1599,5,4,3,32,8.68,12163157
2638,3,2,1,9,3.2,15442055
1376,4,4,2,8,5.16,11360577
4058,3,3,1,24,6.21,23339671
3481,2,2,1,12,6.68,21057669
1247,1,3,1,46,9.88,9677743
4038,3,1,3,49,8.61,22958156
3031,1,3,2,44,1.5,14981262
4307,4,4,2,4,2.52,25011581
1169,4,4,2,30,6.91,10346759
393,2,1,3,30,3.16,3795972
3287,2,1,3,33,2.43,17909249
4955,3,2,1,25,7.0,28350567
2075,5,4,3,6,5.83,15744868
2560,4,4,2,40,8.25,17482492
735,1,2,2,45,3.87,4044455
4600,5,4,3,48,3.97,26032814
3444,4,2,3,19,2.35,19845975
3887,3,4,2,42,6.87,22607568
376,4,3,2,21,7.38,6128728
1115,2,3,2,4,2.25,8880350
1067,1,2,2,11,3.29,8022859
3985,1,2,2,20,2.39,20704348
405,2,1,3,8,7.73,6629249
4216,5,4,3,28,2.88,23720478
3173,2,3,1,26,2.37,17229140
3646,1,1,1,16,1.63,18476878
3448,3,4,1,39,8.48,21110320
3448,5,3,3,23,2.12,20091438
1765,4,4,1,26,1.27,10818219
2887,3,2,1,7,1.58,16464206
544,5,3,3,43,4.3,5201870
2925,1,3,2,28,6.37,16532133
4149,1,1,3,18,4.58,23608199
1705,3,4,3,9,5.1,11878321
1281,5,2,2,23,9.27,11862242
4108,4,2,1,33,7.83,24158955
441,4,4,3,39,4.07,5119709
1192,2,4,3,30,2.39,7841765
2699,3,2,2,45,7.74,15948957
4940,5,4,3,3,6.16,30546724
3260,3,1,1,40,9.66,19892264
2499,4,4,2,44,9.18,16653039
1769,5,1,3,30,6.07,12537379
3000,1,1,1,8,1.63,16979525
3305,1,4,1,25,1.28,17358740
3674,5,3,3,12,8.54,24423109
955,3,3,1,47,7.28,7592756
3068,3,1,2,25,6.04,18192575
342,1,4,1,0,7.2,6047096
2611,1,1,2,39,5.86,14244440
1960,4,4,2,8,6.21,14935205
4991,5,4,2,30,3.03,27469428
2524,3,2,3,23,5.1,15126685
2410,4,3,1,44,1.1,12711141
1257,3,3,3,48,7.02,9632750
860,1,2,3,21,3.99,7079412
1630,5,2,2,8,6.91,11787368
1612,2,2,3,38,9.34,11907637
2121,5,1,1,22,6.32,14646150
3302,2,1,3,19,3.95,19128461
3703,4,1,3,41,2.86,19916671
2951,2,1,2,20,3.27,17465995
2114,2,1,2,26,9.89,15455767
2041,4,3,3,4,6.54,15326465
4108,5,3,2,16,4.96,24416353
3177,4,4,3,33,3.08,18585761
3570,1,3,1,8,7.96,22423065
4383,1,2,1,33,4.49,23436057
1045,2,3,2,9,3.71,8327375
857,4,2,1,43,3.0,6350222
3601,4,3,1,1,2.67,22251605
1241,4,1,3,46,3.46,8029031
4323,5,3,2,24,6.64,26432049
2596,3,4,1,2,3.16,16920163
1239,3,1,2,33,1.55,6965334
1910,3,1,2,6,4.23,13066706
2025,5,4,2,27,6.26,14509084
1284,4,3,1,8,1.54,9701072
1887,3,3,2,10,5.07,13409094
4321,4,4,2,28,1.47,24022423
1636,2,1,3,15,7.91,12283463
3437,3,4,3,38,8.85,21821763
961,2,2,3,28,9.67,9358976
332,5,2,3,12,7.22,6421874
3714,1,3,2,34,6.69,21608277
1456,5,1,3,10,7.25,12849643
3426,5,2,3,34,8.69,20931267
360,5,4,1,46,8.26,4883160
4228,3,3,3,7,4.95,25338275
1843,2,3,3,6,6.86,14006330
571,3,1,1,4,2.46,4935052
4376,1,2,2,5,7.25,26173587
3688,5,3,2,34,7.58,22624531
3052,4,4,1,29,8.21,18725396
3009,1,2,1,10,8.36,19328983
1454,2,3,2,37,4.96,8918042
4705,1,3,3,26,9.13,28013267
4153,3,2,1,20,9.83,25394988
2045,4,2,1,13,9.8,15921496
3732,3,1,1,48,6.27,21104749
637,5,4,2,34,6.04,6791904
309,5,1,2,28,5.12,4628496
4444,1,1,2,23,3.7,24474521
1030,5,4,2,35,4.0,8383064
1948,5,4,2,40,2.94,11976686
4528,2,1,3,44,9.6,26765104
3954,2,2,3,31,6.58,22696423
2430,3,4,2,5,9.41,18049693
4771,3,1,2,9,4.48,26646080
2696,2,2,2,19,3.68,16081974
4666,1,3,1,19,2.19,24287009
1806,2,2,1,25,3.7,11582684
2458,3,1,2,20,9.01,16510429
3216,4,4,2,44,6.24,19404537
4471,5,2,1,22,5.07,25853972
3529,4,2,1,45,6.11,20346608
3903,4,2,1,11,9.03,25028346
1966,5,4,1,12,2.74,13322145
4724,2,4,1,9,9.69,28913927
4436,1,2,2,6,7.0,26309736
3269,4,2,2,36,8.7,21049545
2989,1,1,1,11,5.73,17684984
2626,3,4,2,24,3.13,15121801
3110,4,2,1,1,6.11,20519161
2816,3,4,1,39,1.61,15254084
3771,2,4,1,25,8.67,23798923
312,4,4,2,39,6.85,5423196
3270,3,1,2,4,3.55,20092837
3921,3,3,2,7,3.47,23809137
3983,2,4,2,41,9.13,23576278
3773,1,4,3,44,8.57,22090921
3422,1,2,1,8,7.87,21761003
3764,4,4,1,38,4.73,21501925
952,2,3,2,19,8.85,9148623
920,4,4,2,10,3.22,8054450
4090,1,1,3,39,1.22,20126217
1945,2,2,1,21,4.89,11271899
2543,5,3,1,15,9.28,18751667
4812,2,1,2,41,6.14,25702524
3791,2,3,2,37,3.06,19601018
4011,5,2,3,41,6.86,24038836
3988,3,4,1,9,7.7,24201614
1679,3,2,3,24,5.95,12389031
4543,3,2,1,18,8.58,27531124
2345,1,4,2,3,6.33,16230371
3348,2,1,3,18,1.86,17744058
1688,5,3,2,2,8.29,13642149
701,1,1,1,16,2.32,4422136
2953,5,4,1,13,8.94,19371405
4624,1,3,3,9,5.7,25630868
4223,1,4,2,5,7.59,26228401
567,1,1,1,30,9.75,7390890
4521,5,2,1,30,4.89,25670455
2025,4,3,3,47,5.14,12597243
1412,1,4,3,8,8.43,11781683
2975,3,3,2,11,1.99,17869384
1580,2,3,3,43,1.25,7627287
1532,4,1,1,45,6.44,10131608
4676,4,2,2,25,2.51,26454307
4838,5,3,2,1,3.3,28441962
2163,4,1,2,41,9.79,14736220
4784,5,3,1,3,6.88,30038613
916,5,2,3,31,8.7,10314076
446,3,3,2,27,9.08,7563439
4916,1,2,1,5,2.09,26473914
3977,4,1,3,29,9.35,24948228
588,1,1,2,27,8.8,7170525
1709,1,2,3,12,1.41,9912384
313,1,2,3,45,9.79,4440627
556,5,1,3,35,5.12,5939377
2021,1,2,1,9,9.77,14404700
1723,4,2,2,9,8.41,13331784
3290,5,4,2,4,4.96,21055583
1495,4,3,2,28,5.6,10492369
4859,5,1,1,35,3.48,25800116
4665,2,1,3,11,5.38,26755021
1544,2,4,1,21,1.97,9650686
3523,2,2,2,45,9.18,20149098
3770,2,2,3,38,7.42,22062823
4467,5,2,1,1,8.25,28227369
4269,1,1,1,13,5.78,23650837
1606,3,4,1,9,2.13,10795811
2421,3,3,1,47,5.84,14375837
2702,2,4,3,2,3.96,17528362
796,1,1,1,7,1.09,5661398
3699,4,3,3,16,6.54,23469868
3906,1,2,1,3,8.68,24223965
1209,4,4,2,20,7.39,10355484
672,3,4,1,29,3.01,5226832
4757,1,1,1,18,8.37,27488229
1644,1,4,2,14,3.79,11581989
623,3,3,3,19,2.97,4654463
2731,1,4,1,41,9.65,17266623
4970,4,1,1,29,1.15,25836845
3084,1,4,2,9,2.51,18012575
2693,4,3,3,22,5.2,16507810
4220,2,3,2,23,2.5,23406961
1515,1,1,1,11,2.5,9164999
1995,4,2,3,8,6.71,14676915
2207,3,1,1,14,8.37,15631591
1080,2,2,2,28,6.95,8742314
1319,1,3,1,17,1.91,8071849
3565,4,4,2,19,9.06,23024460
1703,1,4,2,0,9.3,14026716
1726,4,3,3,2,3.53,12705342
963,1,1,2,7,5.98,9067867
2947,2,4,3,38,5.37,17389988
310,2,1,3,30,7.01,4937168
1338,1,4,3,46,9.8,10791476
3125,1,2,3,7,9.88,20888957
3303,5,4,3,14,5.58,21981871
4980,1,2,2,21,1.83,25241311
1375,1,4,2,31,4.01,8985222
3388,2,4,3,4,4.72,21531426
2089,1,4,2,43,5.81,12776805
3336,3,4,3,43,9.64,20142182
3953,1,4,2,8,3.36,22753571
3475,5,1,3,40,5.83,20336725
4599,4,2,1,14,3.62,26027353
1376,2,2,1,46,9.28,9784640
1273,3,4,3,43,9.91,11251326
2165,4,1,2,36,8.84,14689937
3425,3,1,3,32,4.05,19835724
1599,2,3,2,21,3.5,10422005
3706,5,3,3,10,4.88,22734958
1458,2,1,3,49,7.73,10647852
3429,3,3,2,5,1.08,19231951
404,3,2,2,16,9.96,7136590
3867,2,1,3,45,8.95,22579814
4648,1,3,1,43,1.21,22382475
4690,2,1,1,4,4.44,26576430
1481,5,3,1,38,7.19,10834068
4944,2,1,1,47,3.17,26219565
3438,4,4,1,8,2.29,20235481
4694,1,2,2,28,6.66,25731274
3834,4,3,1,22,9.13,24345938
4496,2,4,2,46,9.6,26272733
3427,1,1,1,35,1.09,17376557
2074,4,4,2,30,8.87,14786408
4114,4,2,1,19,6.05,25057321
391,1,3,1,22,3.14,3845197
746,1,3,2,6,6.55,7385610
408,3,1,2,45,9.96,5732622
4712,1,2,3,35,3.49,25175723
3539,2,4,1,3,3.49,21238944
4353,5,1,1,23,7.29,25274772
4837,3,3,2,13,1.39,25423924
1545,1,4,2,24,8.38,11096263
3020,5,1,1,6,6.87,20006778
577,3,4,1,14,8.57,8152725
3356,2,4,2,43,3.08,16729289
4964,5,1,2,45,8.62,28659730
3222,1,4,1,12,5.04,18905473
2813,1,4,2,18,2.19,15332501
1138,2,2,2,11,9.11,10272756
3101,3,2,1,47,7.35,18072989
329,5,3,3,25,2.51,4402558
1557,2,2,2,47,3.22,7403904
664,3,1,3,32,3.42,5863394
2100,4,4,2,14,9.67,16791143
1204,4,3,3,36,8.98,10637967
2478,3,2,2,5,4.12,15034626
3150,1,4,3,24,5.2,18267999
3136,1,1,3,16,3.57,17724668
4746,4,4,2,42,7.68,27889036
479,1,1,3,35,2.45,3615140
4173,1,4,1,49,4.05,23036175
4260,3,3,1,45,6.45,23855179
1486,3,3,1,8,8.9,12413352
4259,1,2,3,27,6.72,24658177
1073,3,2,2,34,9.46,9054263
4905,5,4,3,2,9.38,31605614
4760,4,4,2,10,7.46,30157888
652,5,2,3,19,3.51,6410771
4807,5,2,2,22,7.15,28178941
3328,1,4,3,29,2.73,17637329
417,1,4,3,36,4.0,4008184
781,5,4,1,35,7.82,7484251
4587,5,3,3,43,8.66,26747522
2937,2,1,1,11,4.75,16811422
406,2,1,2,35,5.71,4689310
4777,4,2,2,34,4.48,26296305
543,5,3,1,33,5.31,6620884
2932,3,4,3,3,5.61,19512132
4863,2,4,2,23,7.23,28030815
1165,1,2,3,35,7.75,9134684
3281,5,2,3,27,9.78,22137839
1861,3,3,3,38,4.94,12430302
903,3,1,2,1,1.75,6623435
3362,3,1,2,42,7.19,19493949
4318,1,4,3,4,5.48,25052506
2315,2,2,1,27,8.57,15424640
1958,3,3,1,12,2.32,10919273
3680,2,4,1,35,6.8,20923524
4067,4,1,3,8,5.13,23957713
4070,1,1,1,38,4.77,21498169
1913,2,3,2,29,6.08,13060619
2179,2,4,1,26,7.16,13637996
4408,3,3,1,12,8.66,27479443
2646,3,4,3,41,3.12,15246236
1399,1,1,2,38,3.64,8058103
1374,2,2,2,49,5.94,8457009
1086,5,2,1,27,4.12,8638039
448,3,1,3,17,6.12,5795514
2054,3,2,3,33,2.8,11544276
2469,4,2,1,20,3.77,15003192
4056,1,4,2,0,3.92,23804408
1479,2,3,2,44,9.93,10648448
3609,2,4,2,22,8.69,21405855
2723,2,3,3,33,8.54,17863350
4477,3,3,1,35,5.62,24655497
4887,1,2,3,8,5.2,26490757
1224,2,3,2,7,1.63,8481071
1903,5,3,3,49,2.78,11145681
3352,4,1,2,29,9.06,20455252
4518,4,3,1,47,5.73,24655363
2677,2,1,2,35,9.89,17674704
3780,3,4,1,35,6.33,21246221
3482,4,2,3,17,4.4,20596221
3117,4,3,3,1,3.47,19890317
3460,4,1,3,10,9.27,22092370
1011,4,4,2,35,4.34,8754462
2886,2,4,1,30,2.32,16338300
2948,1,4,3,30,3.5,17545484
2017,1,1,3,23,6.81,13097623
4652,3,1,1,45,2.2,24400465
1170,5,2,2,20,1.82,8342258
3874,1,3,3,31,5.12,21575922
570,5,4,2,48,1.75,3686110
1843,1,2,2,29,4.54,11211042
849,1,1,2,7,3.9,6420299
4963,3,2,3,32,4.52,26916290
4314,4,4,3,38,5.39,24844834
4754,3,4,1,0,2.67,28058777
2012,1,2,1,32,4.98,12459533
3540,4,4,2,41,4.25,20558836
1662,4,1,3,12,8.16,13301124
1584,4,4,2,21,7.25,12611722
1186,5,3,1,4,8.85,12750715
2558,1,3,2,11,7.02,16999695
4682,2,4,2,28,2.09,23713086
2085,3,2,3,2,5.56,16022982
3843,5,4,2,35,7.68,23621489
595,3,3,2,46,8.58,6432935
2353,2,1,3,44,2.63,12466884
2897,4,3,3,10,3.01,17971471
980,2,4,1,25,8.76,9103479
4598,3,4,3,1,5.37,26989175
624,2,2,2,28,5.07,4917772
2591,1,4,1,40,5.45,15742312
4722,2,4,1,28,2.56,24923762
1286,1,1,1,43,6.65,8642488
3418,2,1,1,35,8.27,20240486
1060,1,1,2,18,8.53,7953685
3993,1,2,2,9,1.27,20892948
1336,2,2,2,10,7.44,10552124
1206,5,3,2,6,1.82,9715942
664,4,2,1,12,9.7,8723067
3713,4,1,2,40,5.34,21264291
1369,4,2,1,43,7.98,9993910
4669,1,4,3,1,6.6,28296203
2555,4,2,2,29,9.57,17019846
3986,1,4,3,21,9.76,24587795
4519,5,3,3,0,3.51,27204186
3381,2,4,2,26,5.35,19795747
3558,2,1,1,6,5.54,21169482
2407,1,3,3,0,2.6,14947151
3233,1,3,2,24,9.14,20711977
3129,5,3,3,47,4.15,18027375
741,4,1,3,3,1.79,6564429
1859,5,4,2,29,2.39,12065793
2041,2,3,3,7,5.62,14520606
925,2,1,1,48,8.94,7310828
4163,4,3,1,20,6.65,24375641
1990,2,3,3,3,2.93,13535243
3081,1,1,3,3,3.67,18493479
390,2,2,2,7,9.78,7147171
3306,3,3,1,41,1.48,17484453
4602,4,2,3,25,9.95,29241722
1388,4,3,1,28,9.15,11517074
4911,4,2,3,15,7.11,29178918
1480,3,4,2,18,9.49,12927532
2201,5,2,2,0,2.37,16113489
4790,1,2,1,36,9.48,27383536
486,4,2,1,33,2.91,3873834
1897,2,2,3,28,5.92,11754888
3708,1,4,3,26,5.4,21277797
4047,2,1,3,47,5.61,21855522
2970,1,2,1,44,3.41,15667917
539,1,1,2,29,8.03,5765152
2880,2,3,2,5,7.68,19251829
4536,2,1,1,35,9.59,26311782
438,1,2,2,38,5.56,4092790
2806,4,1,1,1,5.93,19013356
4465,2,4,3,41,9.13,25806367
4780,3,4,1,13,9.27,30247987
2545,3,2,2,7,6.85,17897640
4600,1,1,1,2,8.38,27910140
2049,5,3,1,34,5.55,13093156
867,1,4,1,26,4.49,6508735
1181,1,2,1,33,8.78,8750550
939,4,4,2,27,8.0,8919444
4261,4,2,3,30,3.18,23488132
4720,5,1,2,16,1.43,25803223
4837,5,1,2,18,6.09,28039301
2635,5,1,3,41,8.57,17218081
4621,5,1,2,43,3.22,25157097
3285,5,1,3,10,7.91,22120679
859,1,2,3,8,4.73,7627511
1013,1,4,1,29,4.02,6932413
4893,3,3,2,44,2.56,25391920
4288,3,4,3,5,9.41,27751335
556,2,1,2,13,3.03,5434907
876,1,4,2,30,3.51,6839254
337,5,4,3,10,3.98,5395152
2372,2,2,1,4,3.56,14693333
4805,4,3,3,30,2.47,25818978
760,1,3,1,1,4.19,6244615
1740,3,1,3,38,5.25,11524274
4778,1,2,3,16,5.97,27753269
2132,1,2,1,37,2.41,11025722
4964,1,2,1,45,8.01,26894349
3699,1,2,2,35,3.8,19576539
732,4,2,3,2,9.26,8932581
4451,3,3,2,42,3.97,24588863
2051,1,3,2,28,8.77,13822346
2347,4,4,1,32,4.17,14338190
3140,2,3,1,13,5.55,19269461
556,1,2,2,37,4.35,3147192
971,4,4,1,28,4.48,7905711
789,5,3,3,22,6.57,8588613
4014,2,4,1,16,7.24,23938640
2396,3,3,1,48,8.83,16326367
1982,1,1,3,10,6.12,12703252
4711,1,3,1,27,2.95,25173025
2760,4,4,2,6,9.91,19747532
4829,3,1,2,44,7.15,26841874
4212,5,2,2,39,4.37,23005643
2275,2,4,1,7,9.71,17428565
3516,3,2,1,40,9.63,21556172
1689,1,2,1,28,1.72,8266298
4815,4,4,2,24,1.18,26217379
4156,5,2,1,6,1.4,23329357
1884,4,4,3,21,7.17,14109051
3263,2,4,1,8,7.4,20090931
4829,3,3,2,10,7.52,29651946
1276,4,1,3,33,6.67,9267181
3664,4,2,3,26,3.57,20878885
345,1,2,2,49,2.5,1333956
1493,4,1,3,21,9.35,12380046
3642,5,1,3,2,9.22,24391743
4812,3,1,3,49,3.18,24889534
546,2,1,3,47,2.51,3836878
3519,4,1,3,39,4.38,19696262
4625,5,3,1,7,1.44,26898197
1091,2,4,2,5,2.46,7680783
936,5,1,2,24,4.42,8343322
4075,4,3,1,1,3.15,24527500
2721,4,1,1,15,7.63,18504143
1388,3,1,2,40,9.14,11563528
4483,1,2,2,20,9.18,25319282
3459,5,2,1,14,6.44,20682862
1012,1,2,1,33,7.33,7720448
4996,1,2,3,46,5.45,25463563
3944,2,4,1,42,2.32,19598820
4190,2,4,1,19,6.72,24622116
2886,5,2,3,43,4.15,16543535
4609,1,2,3,30,1.05,22706256
2408,3,1,2,14,6.17,15396234
3914,1,1,2,47,2.79,20010482
1542,2,2,1,27,8.98,11841899
2359,1,2,3,5,9.41,17328975
3786,4,2,3,2,2.46,22128309
4632,4,1,2,37,1.26,24614713
4110,3,2,2,22,1.04,22876018
4200,5,2,1,2,9.22,27234837
2905,1,4,3,44,2.37,15092004
3334,4,4,2,43,4.92,19269326
4868,5,1,1,7,1.51,26319965
4507,4,4,1,1,4.36,26706151
4351,5,1,1,6,8.07,27339624
3663,5,3,2,16,4.66,22455738
4321,4,2,2,6,7.98,27144536
2145,2,1,2,32,7.2,12794022
682,5,4,2,35,5.66,7371653
4412,1,3,2,46,7.64,24241572
4888,4,4,3,3,8.91,30691661
4110,2,1,3,43,8.14,23041860
2196,4,3,3,15,7.23,16627469
1809,3,4,3,20,7.32,12960335
4512,1,3,1,17,2.45,24188769
1878,3,2,1,45,9.56,12254396
1179,5,2,3,45,2.85,8117993
2462,5,3,2,27,4.14,15580310
1872,3,4,3,42,5.66,11624347
1948,3,4,3,15,2.14,12535800
1659,5,4,1,46,6.34,11067216
4731,2,2,2,21,2.64,25878218
3269,1,1,1,5,9.31,21983895
4260,4,1,2,29,9.0,24985739
4111,3,3,1,44,5.9,23565367
4542,1,4,3,27,5.05,26041172
4517,4,3,2,16,1.92,24988248
380,4,1,1,35,8.41,5920627
3032,3,1,3,11,4.41,18546368
3009,2,4,1,49,3.22,15911608
2722,2,3,1,39,9.96,17250911
3941,1,4,1,11,7.01,24059437
4899,1,1,3,35,1.66,24595747
967,5,1,2,39,8.21,9167872
2796,2,4,1,28,7.75,17299705
3799,1,3,3,1,4.61,23683735
3798,5,2,1,28,2.11,20415132
1744,4,4,2,29,5.48,13677527
1645,1,1,1,35,7.87,10596729
1489,5,2,3,43,1.68,9205967
758,2,4,1,24,2.47,6121528
1512,4,2,1,20,6.57,11528813
4859,1,4,2,21,6.04,28123212
1211,2,1,2,9,9.15,10564067
1325,4,4,2,30,8.33,10642533
2711,3,2,1,46,9.27,16938801
371,2,3,3,8,5.19,6067668
2985,3,1,1,40,8.09,17619371
1493,1,1,1,38,1.44,7434182
2148,5,2,1,33,3.65,12443615
2684,1,4,1,38,6.8,16114898
2322,2,4,2,40,7.87,14742638
4041,3,4,2,49,6.13,22799061
1598,3,1,2,22,5.33,10980723
4402,4,1,2,11,3.1,24428858
1204,1,2,3,6,2.57,8471455
3326,1,4,1,31,8.88,20119522
2328,2,4,1,18,2.28,14164268
2920,3,2,1,21,4.92,17936185
2946,2,1,3,15,9.0,19432772
2589,2,1,3,7,2.33,15324983
4172,3,3,2,29,2.15,22942960
1785,2,3,1,5,7.23,13890327
3451,3,4,1,1,3.98,21924376
1740,2,1,3,33,4.92,10644762
1065,5,4,1,28,6.63,8898093
4779,2,1,3,39,4.41,25939821
2738,2,3,2,41,8.2,17710916
4392,5,2,3,42,9.72,26633408
1449,1,1,1,19,9.4,11180381
3865,3,3,3,2,5.91,24838966
4442,4,3,3,47,4.19,23746635
2272,5,1,2,34,4.9,13969489
2966,1,4,1,7,3.97,17500126
763,2,1,1,11,4.98,6721293
4518,1,3,2,49,1.12,22806133
2481,5,1,3,44,1.5,12832988
1942,2,2,3,42,7.94,13252522
4188,1,4,1,31,4.01,22327984
1140,4,1,3,28,8.15,10130535
2954,3,3,2,44,5.32,15857778
4418,3,3,1,20,8.25,25515774
865,5,4,3,2,6.97,10187413
1264,2,1,2,37,2.81,7827908
2582,2,3,2,26,5.03,16150755
1295,3,4,1,2,7.34,10866263
1487,1,2,1,0,3.98,10931462
4611,2,4,3,45,2.74,24514113
3554,4,1,3,19,5.86,21733004
956,4,1,3,6,3.46,9357069
3282,2,3,2,40,6.35,18637758
1413,2,2,2,0,3.45,10731794
4706,3,1,3,9,9.16,28813240
856,5,3,1,44,4.1,7283182
3319,3,4,2,11,9.17,22387420
2604,5,4,2,3,3.52,17118404
2880,4,1,3,6,6.44,18698764
351,5,2,1,9,2.17,4839349
1661,3,3,2,21,8.01,12363034
1494,2,1,1,24,2.8,7384843
4319,5,3,2,28,8.78,27264995
3438,3,4,1,38,5.07,20233921
1948,4,3,1,14,1.85,12230644
971,5,4,2,18,4.27,9118345
1077,4,2,1,38,8.02,9325844
2579,4,2,2,45,1.69,13746725
3322,1,4,2,45,6.63,18039599
2160,5,1,1,17,5.57,14701221
3439,3,4,2,41,3.79,19031946
1374,5,3,1,2,7.8,13645134
2016,5,3,2,5,1.47,13647554
1583,4,3,1,21,5.48,11838524
4986,4,1,2,40,5.56,28097805
2286,4,2,2,45,1.78,12347500
2933,4,2,3,30,2.22,17599272
1301,3,3,2,20,4.69,9169385
1346,2,1,2,7,5.83,10255712
2476,1,3,1,0,1.48,15192016
2638,4,2,1,2,1.11,15169739
2155,4,4,1,28,2.73,12940633
800,1,3,1,5,5.39,7698732
2533,4,3,3,32,1.36,14625343
4874,2,3,3,17,7.6,28390360
2839,5,2,1,41,2.37,16371511
4908,1,1,1,48,7.95,25971095
4014,3,4,1,0,2.84,23666379
2632,1,4,1,21,4.12,15178572
900,2,4,2,30,5.31,6401824
4584,3,3,1,22,4.13,25272779
1288,5,2,2,7,1.21,9115924
2181,4,4,1,28,9.18,15179169
4783,1,3,3,43,3.58,25667735
2054,3,1,3,45,2.22,11043418
